Date,Open,High,Low,Close,Adj Close,Volume
2020-10-09,55.709999,56.290001,52.919998,54.200001,54.200001,385700
2020-10-12,54.770000,55.720001,53.599998,54.439999,54.439999,350000
2020-10-13,53.509998,55.349998,53.500000,54.389999,54.389999,279100
2020-10-14,54.230000,55.400002,53.500000,53.919998,53.919998,213500
2020-10-15,51.500000,53.189999,51.310001,52.000000,52.000000,246700
2020-10-16,53.250000,53.650002,51.099998,52.439999,52.439999,220000
2020-10-19,53.799999,54.799999,52.250000,53.500000,53.500000,304300
2020-10-20,52.900002,53.590000,52.200001,52.869999,52.869999,211400
2020-10-21,52.340000,53.130001,48.110001,49.130001,49.130001,456600
2020-10-22,49.560001,50.500000,47.880001,49.070000,49.070000,365300
2020-10-23,51.881001,52.889999,49.500000,50.029999,50.029999,688400
2020-10-26,50.799999,51.299999,47.000000,48.660000,48.660000,529200
2020-10-27,49.110001,50.400002,48.919998,49.889999,49.889999,243300
2020-10-28,47.470001,48.459999,46.120998,46.759998,46.759998,272900
2020-10-29,48.990002,50.590000,48.330002,49.599998,49.599998,300900
2020-10-30,50.049999,50.349998,47.790001,48.779999,48.779999,269200
2020-11-02,50.000000,51.000000,46.500000,47.080002,47.080002,621100
2020-11-03,48.410000,49.000000,47.500000,48.580002,48.580002,427000
2020-11-04,48.130001,49.500000,48.049999,48.880001,48.880001,207200
2020-11-05,50.299999,50.970001,48.580002,50.150002,50.150002,435400
2020-11-06,51.129002,51.400002,50.209999,50.480000,50.480000,198800
2020-11-09,54.000000,55.500000,51.430000,54.660000,54.660000,659200
2020-11-10,59.750000,61.299999,56.110001,61.299999,61.299999,929600
2020-11-11,61.000000,61.939999,58.509998,61.939999,61.939999,518300
2020-11-12,64.800003,71.970001,64.669998,69.690002,69.690002,1259700
2020-11-13,72.300003,75.199997,71.139999,75.199997,75.199997,751400
2020-11-16,79.199997,85.680000,77.519997,85.680000,85.680000,1394300
2020-11-17,71.504997,77.800003,70.160004,76.489998,76.489998,1161700
2020-11-18,76.389999,77.750000,72.220001,74.639999,74.639999,421600
2020-11-19,75.620003,75.949997,73.510002,75.199997,75.199997,281400
2020-11-20,77.809998,79.930000,76.709999,79.690002,79.690002,391000
2020-11-23,82.730003,85.059998,81.699997,85.059998,85.059998,569300
2020-11-24,82.384003,84.949997,76.290001,82.099998,82.099998,629800
2020-11-25,82.017998,82.017998,79.209999,81.790001,81.790001,307300
2020-11-27,84.650002,86.000000,83.000000,86.000000,86.000000,461700
2020-11-30,90.944000,106.500000,90.944000,105.169998,105.169998,1566300
2020-12-01,99.540001,105.000000,93.019997,97.129997,97.129997,1262600
2020-12-02,97.000000,103.410004,96.900002,102.660004,102.660004,514400
2020-12-03,101.989998,103.800003,101.000000,102.500000,102.500000,318200
2020-12-04,101.970001,106.680000,101.099998,106.150002,106.150002,497700
2020-12-07,108.931000,118.320000,108.459999,114.330002,114.330002,881000
2020-12-08,119.400002,131.899994,118.739998,130.050003,130.050003,1212400
2020-12-09,139.149994,151.800003,116.919998,136.270004,136.270004,2717900
2020-12-10,126.610001,133.000000,123.014000,128.949997,128.949997,1069200
2020-12-11,119.432999,121.820000,115.000000,118.080002,118.080002,830300
2020-12-14,126.349998,129.440002,118.650002,121.059998,121.059998,730400
2020-12-15,122.540001,126.709999,118.220001,121.379997,121.379997,461500
2020-12-16,120.040001,121.449997,111.019997,116.220001,116.220001,554300
2020-12-17,105.360001,113.000000,103.489998,111.279999,111.279999,990400
2020-12-18,108.720001,110.040001,103.000000,104.330002,104.330002,420600
2020-12-21,109.000000,113.940002,107.512001,111.300003,111.300003,390000
2020-12-22,112.400002,113.639999,104.475998,108.839996,108.839996,435100
2020-12-23,103.250000,104.699997,97.500000,101.139999,101.139999,531100
2020-12-24,102.809998,103.705002,100.000000,101.730003,101.730003,145000
2020-12-28,91.124001,93.599998,87.500000,87.879997,87.879997,793000
2020-12-29,81.097000,86.699997,80.050003,84.870003,84.870003,878000
2020-12-30,90.209999,90.209999,80.908997,81.760002,81.760002,439500
2020-12-31,81.500000,83.080002,79.099998,81.070000,81.070000,344400
2021-01-04,83.019997,87.550003,82.800003,85.099998,85.099998,383500
2021-01-05,85.010002,87.500000,85.010002,86.000000,86.000000,259800
2021-01-06,85.800003,90.000000,85.570000,86.849998,86.849998,318000
2021-01-07,102.000000,104.300003,96.120003,101.190002,101.190002,1364300
2021-01-08,107.709999,109.169998,102.019997,107.620003,107.620003,656300
2021-01-11,103.410004,103.842003,99.000000,103.250000,103.250000,418100
2021-01-12,103.949997,104.500000,97.650002,101.800003,101.800003,342500
2021-01-13,99.290001,100.980003,96.750000,98.250000,98.250000,263200
2021-01-14,99.480003,101.790001,98.485001,100.589996,100.589996,257300
2021-01-15,100.449997,103.599998,98.269997,100.349998,100.349998,402100
2021-01-19,101.000000,106.720001,100.504997,103.230003,103.230003,403600
2021-01-20,103.400002,104.169998,98.980003,101.050003,101.050003,339300
2021-01-21,102.000000,103.169998,98.599998,101.070000,101.070000,282000
2021-01-22,100.050003,103.250000,99.820000,102.690002,102.690002,230300
2021-01-25,103.930000,105.879997,101.000000,104.500000,104.500000,337500
2021-01-26,102.000000,104.000000,98.500000,98.730003,98.730003,478100
2021-01-27,96.330002,101.371002,92.879997,94.489998,94.489998,614200
2021-01-28,84.889999,88.470001,84.000000,84.529999,84.529999,3015300
2021-01-29,92.000000,92.000000,86.650002,89.290001,89.290001,1580700
2021-02-01,99.250000,101.500000,93.750000,94.550003,94.550003,1818600
2021-02-02,99.500000,100.379997,96.000000,98.699997,98.699997,842500
2021-02-03,105.540001,108.448997,102.000000,105.250000,105.250000,1323300
2021-02-04,108.664001,113.099998,107.110001,109.989998,109.989998,1069500
2021-02-05,115.989998,120.724998,115.099998,120.430000,120.430000,1035100
2021-02-08,127.169998,133.000000,123.500000,126.290001,126.290001,1379600
2021-02-09,117.199997,121.000000,109.730003,114.330002,114.330002,1503600
2021-02-10,121.629997,122.000000,115.000000,115.980003,115.980003,805100
2021-02-11,117.199997,117.919998,112.040001,114.580002,114.580002,619000
2021-02-12,119.680000,120.989998,114.750000,116.959999,116.959999,840300
2021-02-16,118.099998,119.209999,111.080002,113.000000,113.000000,1226700
2021-02-17,111.120003,111.750000,105.510002,110.000000,110.000000,847300
2021-02-18,110.419998,110.620003,102.199997,106.260002,106.260002,686100
2021-02-19,109.099998,110.120003,103.599998,104.250000,104.250000,968300
2021-02-22,104.849998,106.239998,102.350998,102.949997,102.949997,745600
2021-02-23,100.050003,101.407997,92.019997,100.099998,100.099998,745600
2021-02-24,102.199997,103.410004,98.110001,98.169998,98.169998,843100
2021-02-25,99.830002,100.199997,91.129997,92.970001,92.970001,1176400
2021-02-26,94.790001,96.709999,92.010002,94.300003,94.300003,515000
2021-03-01,95.500000,97.000000,94.980003,96.180000,96.180000,741600
2021-03-02,95.910004,96.730003,91.550003,92.839996,92.839996,598600
2021-03-03,93.269997,93.470001,82.940002,83.559998,83.559998,1137100
2021-03-04,87.010002,87.199997,79.599998,81.330002,81.330002,1309300
2021-03-05,83.000000,83.379997,76.639999,82.690002,82.690002,1272300
2021-03-08,81.339996,85.349998,79.019997,79.790001,79.790001,964100
2021-03-09,81.010002,85.900002,81.010002,84.800003,84.800003,714200
2021-03-10,88.989998,91.239998,83.230003,85.680000,85.680000,863800
2021-03-11,86.610001,89.900002,83.010002,86.599998,86.599998,1183900
2021-03-12,84.400002,88.262001,83.029999,87.790001,87.790001,667400
2021-03-15,88.879997,90.300003,86.639999,89.860001,89.860001,889100
2021-03-16,94.000000,94.089996,91.650002,93.610001,93.610001,1000800
2021-03-17,91.080002,94.320000,88.230003,94.290001,94.290001,766800
2021-03-18,90.800003,92.900002,88.510002,89.519997,89.519997,695900
2021-03-19,90.110001,96.110001,90.000000,95.639999,95.639999,1291600
2021-03-22,95.489998,96.879997,93.650002,94.290001,94.290001,2078900
2021-03-23,94.000000,94.930000,88.019997,88.300003,88.300003,710300
2021-03-24,89.129997,90.199997,83.650002,83.650002,83.650002,645900
2021-03-25,85.099998,86.900002,81.800003,84.720001,84.720001,773300
2021-03-26,87.820000,87.820000,82.559998,86.089996,86.089996,754000
2021-03-29,87.220001,87.989998,84.690002,86.589996,86.589996,523600
2021-03-30,84.500000,88.779999,83.580002,88.760002,88.760002,503800
2021-03-31,90.169998,92.879997,90.150002,91.459999,91.459999,486900
